순위	선수명	팀명	AVG	G	PA	AB	R	H	2B	3B	HR	TB	RBI	SAC	SF
67	강경학	한화	0.257	120	376	311	50	80	7	4	2	101	27	17	3
68	최희섭	KIA	0.256	42	149	125	18	32	3	0	6	53	20	0	1
69	박종윤	롯데	0.255	98	326	314	29	80	11	3	4	109	28	1	1
70	로메로	두산	0.253	76	305	265	30	67	16	0	12	119	50	0	7
71	송성문	넥센	0.250	7	12	12	0	3	0	0	0	3	1	0	0
72	박진만	SK	0.248	78	162	133	12	33	5	0	2	44	14	2	0
73	백상원	삼성	0.247	52	94	77	10	19	5	0	0	24	7	2	1
74	손주인	LG	0.246	98	279	244	27	60	9	0	0	69	14	12	1
75	손시헌	NC	0.245	140	508	440	56	108	24	2	13	175	58	13	5
76	문규현	롯데	0.245	105	298	265	24	65	12	1	2	85	25	15	3
77	송광민	한화	0.243	12	41	37	2	9	2	0	0	11	1	1	0
78	김재환	두산	0.235	48	180	153	24	36	8	0	7	65	22	1	2
79	김지수	넥센	0.235	104	151	132	23	31	7	0	0	38	13	7	1
80	서동욱	넥센	0.233	55	118	103	14	24	5	0	3	38	15	1	0
81	박계현	SK	0.231	97	302	264	27	61	2	0	0	63	21	13	1
82	모상기	KT	0.231	8	15	13	2	3	0	0	0	3	0	0	0
82	이지찬	KT	0.231	34	42	39	4	9	2	0	0	11	4	1	0
84	한상훈	한화	0.230	35	75	61	7	14	4	0	0	18	8	5	0
85	김영환	KT	0.229	37	49	48	4	11	0	0	1	14	7	0	0
86	김주형	KIA	0.229	45	88	83	2	19	3	0	2	28	3	0	0
87	신성현	한화	0.225	64	117	102	17	23	3	0	4	38	17	2	0
88	최용규	KIA	0.225	69	200	182	23	41	4	3	2	57	18	1	2
89	조중근	KT	0.222	25	39	36	4	8	0	0	1	11	2	0	0
90	권용관	한화	0.220	116	341	296	32	65	8	1	5	90	22	17	1
91	손용석	롯데	0.217	38	74	69	4	15	2	0	0	17	2	4	0
92	주현상	한화	0.210	103	246	214	18	45	7	0	0	52	12	6	2
93	김태훈	KT	0.209	22	44	43	3	9	1	0	1	13	2	0	1
94	신명철	KT	0.209	89	168	134	12	28	2	2	2	40	18	6	1
95	김회성	한화	0.209	83	268	225	36	47	10	2	16	109	35	3	2
96	장준원	LG	0.208	20	26	24	2	5	0	0	0	5	1	0	1
97	박지규	LG	0.205	102	189	171	22	35	8	1	0	45	12	4	1
98	강한울	KIA	0.205	90	292	264	30	54	8	3	0	68	12	12	0
99	박기남	KIA	0.203	51	93	69	8	14	3	0	0	17	3	3	0
100	박성준	LG	0.200	11	12	10	3	2	0	0	0	2	0	0	0
100	류지혁	두산	0.200	14	5	5	3	1	0	0	0	1	0	0	0
100	이인행	KIA	0.200	20	33	30	0	6	0	0	0	6	0	1	0
103	김동명	KT	0.196	21	66	51	8	10	3	0	0	13	3	1	0
104	임병욱	넥센	0.186	40	52	43	13	8	1	1	1	14	3	0	0
105	박찬호	KIA	0.182	69	150	137	13	25	5	1	0	32	6	4	0
106	윤완주	KIA	0.171	28	38	35	4	6	1	0	1	10	2	1	1
107	김재현	삼성	0.171	73	48	41	7	7	0	0	0	7	5	2	0
108	심우준	KT	0.169	106	146	142	16	24	7	0	1	34	14	2	0
109	김정혁	삼성	0.167	17	20	18	3	3	0	0	0	3	1	1	0
109	최병연	KIA	0.167	19	7	6	2	1	0	0	0	1	0	0	0
111	문상철	KT	0.163	51	88	80	10	13	3	0	2	22	6	1	0
112	이창진	KT	0.158	13	20	19	1	3	1	0	0	4	0	0	0
113	고영우	KIA	0.154	82	57	52	17	8	2	0	1	13	4	1	0
114	김대륙	롯데	0.148	71	63	54	6	8	0	0	0	8	1	2	0
115	김영관	LG	0.143	20	21	21	2	3	0	0	1	6	2	0	0
116	장영석	넥센	0.125	6	8	8	0	1	0	0	0	1	0	0	0
116	양종민	두산	0.125	32	18	16	6	2	0	0	1	5	2	0	0
116	강동수	롯데	0.125	22	8	8	2	1	0	0	0	1	0	0	0
119	박윤	SK	0.111	17	29	27	1	3	0	0	0	3	0	1	0
119	루츠	두산	0.111	8	30	27	2	3	0	0	1	6	3	0	1
121	안정광	SK	0.105	10	19	19	0	2	0	0	0	2	1	0	0
122	윤진호	LG	0.083	30	13	12	3	1	0	0	0	1	1	1	0
122	유서준	SK	0.083	17	13	12	5	1	0	0	0	1	0	0	0
124	노진혁	NC	0.079	65	42	38	4	3	2	0	0	5	2	1	1
125	최승준	LG	0.077	8	31	26	0	2	0	0	0	2	1	0	1
126	김태완	삼성	0.000	4	6	5	0	0	0	0	0	0	0	0	0
126	박계범	삼성	-	3	0	0	0	0	0	0	0	0	0	0	0
126	윤영수	삼성	0.000	4	2	2	0	0	0	0	0	0	0	0	0
126	강민국	NC	0.000	1	2	2	0	0	0	0	0	0	0	0	0
126	김태진	NC	0.000	1	3	3	0	0	0	0	0	0	0	0	0
126	이창섭	NC	0.000	16	8	5	0	0	0	0	0	0	0	0	0
126	황윤호	NC	0.000	10	6	5	2	0	0	0	0	0	0	0	0
126	김재율	LG	0.000	1	3	3	0	0	0	0	0	0	0	0	0
126	박철우	SK	0.000	19	2	2	1	0	0	0	0	0	0	0	0
126	최영진	두산	0.000	1	1	1	0	0	0	0	0	0	0	0	0
126	박준서	롯데	0.000	3	5	5	0	0	0	0	0	0	0	0	0
126	이여상	롯데	0.000	6	6	5	1	0	0	0	0	0	0	0	0
126	황진수	롯데	0.000	2	2	2	0	0	0	0	0	0	0	0	0
126	전현태	KIA	0.000	2	2	2	0	0	0	0	0	0	0	0	0
126	황수현	KIA	0.000	2	2	2	0	0	0	0	0	0	0	0	0
126	임익준	한화	0.000	4	3	2	1	0	0	0	0	0	1	0	1
126	조정원	한화	0.000	2	1	1	0	0	0	0	0	0	0	0	0
