순위	선수명	팀명	AVG	G	PA	AB	R	H	2B	3B	HR	TB	RBI	SAC	SF
50	오재원	두산	0.260	113	375	308	54	80	14	7	7	129	44	7	5
51	정훈	롯데	0.258	113	398	341	50	88	15	3	5	124	37	14	5
52	최희섭	KIA	0.258	78	305	252	29	65	17	1	11	117	42	0	2
53	이대수	한화	0.256	122	448	390	54	100	23	2	4	139	42	11	3
54	오지환	LG	0.256	124	514	441	81	113	20	8	9	176	47	7	3
55	김동주	두산	0.256	28	101	82	6	21	2	0	1	26	9	0	4
56	박종윤	롯데	0.255	115	416	381	37	97	24	2	7	146	58	3	6
57	임익준	한화	0.254	36	67	63	6	16	1	0	0	17	1	0	0
58	이승엽	삼성	0.253	111	483	443	62	112	24	0	13	175	69	0	8
59	손시헌	두산	0.252	93	268	234	35	59	14	1	1	78	26	6	1
60	박진만	SK	0.250	100	326	276	25	69	14	1	3	94	24	5	3
61	안치홍	KIA	0.249	118	484	414	56	103	15	0	3	127	39	7	5
62	이상호	NC	0.248	103	139	125	26	31	7	1	0	40	13	4	0
63	이범호	KIA	0.248	122	516	436	56	108	17	0	24	197	73	4	5
64	황정립	KIA	0.244	21	57	45	8	11	2	0	1	16	8	0	0
65	김주형	KIA	0.241	81	279	249	27	60	8	0	9	95	34	0	4
66	조동찬	삼성	0.240	74	261	221	36	53	15	0	7	89	25	10	1
67	조성환	롯데	0.240	74	194	167	15	40	6	0	1	49	12	5	3
68	문규현	롯데	0.238	79	116	101	10	24	2	0	0	26	6	2	2
69	신명철	삼성	0.236	37	86	72	10	17	1	0	0	18	5	4	1
70	권용관	LG	0.231	68	122	104	19	24	6	0	4	42	13	5	0
71	오선진	한화	0.230	92	296	256	31	59	8	2	2	77	26	4	3
72	신본기	롯데	0.229	99	281	240	27	55	11	0	1	69	25	12	0
73	차화준	NC	0.226	58	121	106	18	24	6	0	1	33	7	0	2
74	노진혁	NC	0.223	117	361	327	32	73	19	2	3	105	27	5	1
75	지석훈	NC	0.220	105	357	309	25	68	21	2	3	102	35	6	4
76	정주현	LG	0.217	61	104	83	21	18	4	2	0	26	15	4	1
77	김성현	SK	0.216	97	181	162	27	35	7	1	1	47	16	2	0
78	정병곤	삼성	0.213	54	71	61	12	13	1	0	0	14	5	5	1
79	김상호	롯데	0.205	25	50	44	5	9	3	0	0	12	3	0	1
80	조성우	SK	0.204	54	111	98	17	20	0	0	4	32	11	2	1
81	박승욱	SK	0.200	15	28	25	6	5	0	0	0	5	1	0	0
81	박기혁	롯데	0.200	31	70	60	4	12	2	0	0	14	9	1	0
81	유재신	넥센	0.200	75	23	20	22	4	0	0	0	4	2	0	0
81	이학준	한화	0.200	97	181	165	20	33	4	0	1	40	13	5	0
85	최윤석	SK	0.194	45	85	67	10	13	4	0	0	17	4	3	0
86	홍재호	KIA	0.194	85	141	124	15	24	2	0	2	32	12	3	0
87	조정원	한화	0.191	43	57	47	5	9	0	0	0	9	2	2	0
88	정현	삼성	0.190	8	22	21	3	4	1	0	1	8	2	1	0
89	강명구	삼성	0.190	55	63	58	22	11	0	1	0	13	6	0	0
90	전현태	한화	0.152	21	39	33	4	5	1	1	1	11	3	0	0
91	윤완주	KIA	0.148	47	59	54	11	8	1	0	0	9	4	2	0
92	최재원	NC	0.133	52	56	45	4	6	2	0	0	8	3	1	0
93	모상기	삼성	0.125	5	10	8	0	1	0	0	0	1	0	0	0
93	최영진	LG	0.125	6	8	8	0	1	0	0	0	1	0	0	0
93	김동건	NC	0.125	8	17	16	1	2	0	0	1	5	1	0	0
96	신현철	넥센	0.111	6	11	9	2	1	0	0	0	1	0	0	0
96	이명환	NC	0.111	5	9	9	0	1	0	0	0	1	0	0	0
98	고영우	KIA	0.091	29	11	11	7	1	0	0	0	1	0	0	0
98	하주석	한화	0.091	5	11	11	0	1	0	0	0	1	0	0	0
100	나주환	SK	0.087	15	24	23	0	2	0	0	0	2	0	1	0
101	이여상	한화	0.045	14	22	22	1	1	0	0	0	1	0	0	0
102	박인성	SK	0.000	2	1	1	0	0	0	0	0	0	0	0	0
102	정규창	SK	0.000	2	4	4	0	0	0	0	0	0	1	0	0
102	손용석	롯데	0.000	3	6	6	0	0	0	0	0	0	0	0	0
102	양종민	롯데	-	1	0	0	1	0	0	0	0	0	0	0	0
102	임종혁	롯데	0.000	11	7	6	4	0	0	0	0	0	0	0	0
102	황진수	롯데	-	2	0	0	0	0	0	0	0	0	0	0	0
102	김영관	LG	0.000	2	1	1	0	0	0	0	0	0	0	0	0
102	최동수	LG	0.000	2	2	2	0	0	0	0	0	0	0	0	0
102	최승준	LG	0.000	2	5	5	0	0	0	0	0	0	0	0	0
102	백승룡	한화	-	2	0	0	0	0	0	0	0	0	0	0	0
102	임경훈	한화	0.000	7	6	3	1	0	0	0	0	0	0	0	0
102	이창섭	NC	0.000	5	5	5	0	0	0	0	0	0	0	0	0
