순위	선수명	팀명	POS	G	GS	IP	E	PKO	PO	A	DP	FPCT	PB	SB	CS	CS%
106	문상철	KT	1루수	20	13	105 1/3	4	0	101	9	10	0.965	0	0	0	-
107	김태진	NC	3루수	19	15	122	1	0	7	24	3	0.969	0	0	0	-
108	강경학	한화	1루수	18	5	69	0	0	70	3	7	1.000	0	0	0	-
108	김회성	한화	3루수	18	10	96 2/3	1	0	7	25	5	0.970	0	0	0	-
108	지석훈	NC	2루수	18	3	58 1/3	0	0	8	18	4	1.000	0	0	0	-
111	김창평	SK	2루수	17	15	122	0	0	29	47	11	1.000	0	0	0	-
111	나주환	SK	3루수	17	5	66	0	0	2	15	1	1.000	0	0	0	-
111	류지혁	두산	1루수	17	0	27 1/3	0	0	20	6	2	1.000	0	0	0	-
111	김인환	한화	1루수	17	14	97	1	0	83	5	5	0.989	0	0	0	-
111	공민규	삼성	1루수	17	14	119	2	0	86	8	6	0.979	0	0	0	-
111	베탄코트	NC	1루수	17	17	140	3	0	123	7	8	0.977	0	0	0	-
117	고장혁	KIA	3루수	16	9	77 1/3	4	0	1	9	0	0.714	0	0	0	-
117	안치홍	KIA	1루수	16	9	76	0	0	66	8	10	1.000	0	0	0	-
117	박계범	삼성	3루수	16	11	99 2/3	2	0	11	17	2	0.933	0	0	0	-
117	문규현	롯데	3루수	16	11	105	2	0	7	35	3	0.955	0	0	0	-
117	지석훈	NC	유격수	16	12	103	1	0	23	39	5	0.984	0	0	0	-
122	페르난데스	두산	1루수	15	15	117	3	0	105	3	14	0.973	0	0	0	-
122	박계범	삼성	2루수	15	11	98	2	0	19	16	6	0.946	0	0	0	-
124	정현	SK	유격수	14	5	45	0	0	7	12	5	1.000	0	0	0	-
124	신성현	두산	1루수	14	7	66	1	0	66	6	5	0.986	0	0	0	-
124	김성훈	삼성	3루수	14	2	36	1	0	3	7	0	0.909	0	0	0	-
124	문규현	롯데	유격수	14	3	34	1	0	6	12	3	0.947	0	0	0	-
124	배성근	롯데	2루수	14	5	61	1	0	16	20	6	0.973	0	0	0	-
124	김태진	NC	2루수	14	10	92	0	0	21	41	13	1.000	0	0	0	-
130	안상현	SK	유격수	13	3	42 1/3	0	0	9	7	2	1.000	0	0	0	-
130	정병곤	두산	2루수	13	5	50 2/3	0	0	11	18	4	1.000	0	0	0	-
130	강경학	한화	2루수	13	4	51	1	0	20	14	6	0.971	0	0	0	-
130	김선빈	KIA	2루수	13	10	77	1	0	9	25	5	0.971	0	0	0	-
130	류승현	KIA	2루수	13	8	72	1	0	17	12	4	0.967	0	0	0	-
130	문선재	KIA	1루수	13	4	45	2	0	33	1	3	0.944	0	0	0	-
130	오정환	KIA	2루수	13	3	46 1/3	1	0	8	17	3	0.962	0	0	0	-
130	윌슨	롯데	1루수	13	12	104	0	0	100	11	9	1.000	0	0	0	-
130	양종민	LG	3루수	13	11	92 2/3	4	0	5	22	0	0.871	0	0	0	-
130	강민국	KT	3루수	13	1	31 2/3	1	0	6	5	0	0.917	0	0	0	-
130	고명성	KT	유격수	13	1	35 2/3	1	0	3	18	4	0.955	0	0	0	-
141	정현	SK	2루수	12	6	61 1/3	0	0	22	16	8	1.000	0	0	0	-
141	최준우	SK	2루수	12	11	76	0	0	15	25	4	1.000	0	0	0	-
141	배성근	롯데	3루수	12	3	33 1/3	2	0	2	2	0	0.667	0	0	0	-
141	박승욱	KT	3루수	12	8	70 2/3	0	0	2	15	3	1.000	0	0	0	-
145	나주환	SK	1루수	11	6	63	0	0	56	1	6	1.000	0	0	0	-
145	박찬호	KIA	2루수	11	7	69 2/3	1	0	25	23	8	0.980	0	0	0	-
145	김성훈	삼성	유격수	11	3	50 1/3	1	0	14	13	5	0.964	0	0	0	-
145	김민수	롯데	3루수	11	10	89	1	0	9	13	0	0.957	0	0	0	-
145	신용수	롯데	유격수	11	2	36	4	0	4	9	1	0.765	0	0	0	-
145	전병우	롯데	1루수	11	8	64 1/3	1	0	66	4	4	0.986	0	0	0	-
