순위	선수명	팀명	POS	G	GS	IP	E	PKO	PO	A	DP	FPCT	PB	SB	CS	CS%
44	김현수	LG	1루수	68	60	452.33333333333326	5	0	396	38	39	0.9890000000000001	0	0	0	-
44	정은원	한화	2루수	68	41	402.66666666666674	3	0	78	124	33	0.985	0	0	0	-
46	손시헌	NC	유격수	66	49	391.33333333333326	3	0	83	125	30	0.986	0	0	0	-
47	강경학	한화	2루수	63	54	468.66666666666674	1	0	109	149	38	0.996	0	0	0	-
48	강승호	SK	2루수	59	50	424.33333333333326	9	0	119	149	46	0.968	0	0	0	-
49	이성열	한화	1루수	58	54	444.66666666666674	4	0	397	32	37	0.991	0	0	0	-
50	최항	SK	2루수	53	43	333.6666666666667	8	0	68	117	22	0.9590000000000001	0	0	0	-
50	장영석	넥센	1루수	53	21	256.3333333333333	1	0	245	14	30	0.996	0	0	0	-
50	김성훈	삼성	2루수	53	22	240.33333333333331	3	0	58	57	16	0.975	0	0	0	-
53	이상호	NC	2루수	49	26	253.33333333333331	2	0	66	68	22	0.985	0	0	0	-
53	윤진호	LG	3루수	49	1	101.66666666666669	1	0	7	22	1	0.9670000000000001	0	0	0	-
55	이대호	롯데	1루수	48	46	368.0	3	0	339	35	39	0.992	0	0	0	-
55	모창민	NC	3루수	48	44	346.33333333333326	7	0	31	64	6	0.9309999999999999	0	0	0	-
55	김성현	SK	유격수	48	45	355.0	9	0	51	112	27	0.948	0	0	0	-
58	김찬형	NC	유격수	47	30	269.0	5	0	41	81	21	0.961	0	0	0	-
58	송성문	넥센	2루수	47	33	288.0	2	0	68	110	29	0.9890000000000001	0	0	0	-
60	김성훈	삼성	유격수	46	17	225.33333333333331	1	0	42	71	19	0.991	0	0	0	-
61	오태곤	KT	1루수	42	20	222.0	1	0	221	18	24	0.996	0	0	0	-
62	오선진	한화	3루수	41	27	248.0	4	0	17	42	6	0.937	0	0	0	-
63	정성훈	KIA	1루수	40	24	213.0	3	0	174	14	16	0.9840000000000001	0	0	0	-
63	최원준	KIA	3루수	40	17	177.66666666666663	8	0	18	44	3	0.8859999999999999	0	0	0	-
63	김혜성	넥센	유격수	40	20	204.33333333333331	4	0	37	66	14	0.963	0	0	0	-
66	정근우	한화	2루수	39	38	303.0	9	0	72	94	27	0.9490000000000001	0	0	0	-
67	박성한	SK	유격수	37	13	156.66666666666666	6	0	26	57	11	0.9329999999999999	0	0	0	-
67	박승욱	SK	유격수	37	16	172.33333333333337	2	0	30	54	14	0.977	0	0	0	-
69	홍재호	KIA	2루수	36	16	161.33333333333334	3	0	26	42	8	0.958	0	0	0	-
70	최원준	KIA	유격수	35	24	205.0	3	0	43	55	20	0.97	0	0	0	-
70	황윤호	KIA	유격수	35	5	101.66666666666669	1	0	19	38	13	0.983	0	0	0	-
70	정훈	롯데	1루수	35	15	165.33333333333334	1	0	154	4	13	0.9940000000000001	0	0	0	-
70	지석훈	NC	유격수	35	16	142.66666666666666	2	0	24	48	15	0.973	0	0	0	-
74	모창민	NC	1루수	34	26	219.66666666666663	2	0	195	16	22	0.991	0	0	0	-
75	가르시아	LG	3루수	33	32	273.3333333333333	9	0	21	46	12	0.882	0	0	0	-
75	윤진호	LG	2루수	33	1	89.0	0	0	23	27	4	1.0	0	0	0	-
75	정근우	한화	1루수	33	33	262.0	2	0	238	22	32	0.992	0	0	0	-
78	나주환	SK	3루수	32	13	131.33333333333334	1	0	11	28	2	0.975	0	0	0	-
79	류승현	KIA	3루수	31	19	156.66666666666666	4	0	11	34	4	0.9179999999999999	0	0	0	-
79	김회성	한화	3루수	31	15	153.66666666666666	0	0	13	30	3	1.0	0	0	0	-
81	김지수	넥센	2루수	30	9	110.33333333333331	0	0	15	36	4	1.0	0	0	0	-
82	최정민	KIA	2루수	29	12	118.0	2	0	29	36	8	0.97	0	0	0	-
82	양석환	LG	1루수	29	21	187.33333333333331	3	0	150	16	21	0.982	0	0	0	-
82	정현	KT	2루수	29	10	107.0	1	0	27	42	8	0.986	0	0	0	-
85	장영석	넥센	3루수	28	20	161.0	1	0	12	29	2	0.976	0	0	0	-
86	황윤호	KIA	3루수	27	0	42.66666666666666	0	0	1	10	1	1.0	0	0	0	-
86	류지혁	두산	2루수	27	10	118.0	0	0	19	47	8	1.0	0	0	0	-
86	손주인	삼성	3루수	27	13	154.0	0	0	14	29	3	1.0	0	0	0	-
86	박기혁	KT	2루수	27	12	131.66666666666666	1	0	43	47	12	0.9890000000000001	0	0	0	-
90	정성훈	KIA	3루수	26	9	95.0	3	0	5	20	1	0.893	0	0	0	-
90	류지혁	두산	3루수	26	15	129.66666666666666	0	0	10	23	1	1.0	0	0	0	-
90	김동한	롯데	3루수	26	15	139.0	3	0	13	25	2	0.927	0	0	0	-
90	박석민	NC	3루수	26	24	189.0	4	0	8	41	8	0.925	0	0	0	-
90	윤진호	LG	유격수	26	0	51.0	1	0	11	12	1	0.958	0	0	0	-
90	김회성	한화	1루수	26	7	91.0	0	0	74	7	3	1.0	0	0	0	-
90	심우준	KT	3루수	26	12	128.0	0	0	10	33	4	1.0	0	0	0	-
97	백창수	한화	1루수	25	13	140.0	2	0	125	13	15	0.986	0	0	0	-
97	최영진	삼성	1루수	25	13	134.0	1	0	122	5	13	0.992	0	0	0	-
99	신본기	롯데	2루수	23	10	102.66666666666669	1	0	28	32	8	0.9840000000000001	0	0	0	-
99	지석훈	NC	3루수	23	0	44.33333333333334	1	0	8	8	0	0.941	0	0	0	-
99	박지규	LG	2루수	23	14	128.33333333333334	2	0	16	47	5	0.9690000000000001	0	0	0	-
99	송성문	넥센	3루수	23	18	173.33333333333337	2	0	17	36	4	0.9640000000000001	0	0	0	-
99	정은원	한화	유격수	23	4	57.0	1	0	12	18	4	0.968	0	0	0	-
104	서동욱	KIA	1루수	22	5	69.33333333333333	0	0	58	4	3	1.0	0	0	0	-
104	황윤호	KIA	2루수	22	4	61.0	2	0	14	20	6	0.9440000000000001	0	0	0	-
104	이상호	NC	3루수	22	6	81.33333333333333	0	0	7	15	2	1.0	0	0	0	-
104	최항	SK	3루수	22	11	94.66666666666669	1	0	9	17	1	0.963	0	0	0	-
108	최주환	두산	2루수	20	16	123.0	2	0	28	42	12	0.972	0	0	0	-
108	최영진	삼성	3루수	20	12	119.33333333333331	2	0	9	16	3	0.9259999999999999	0	0	0	-
108	정현	KT	유격수	20	14	116.33333333333331	6	0	18	31	5	0.8909999999999999	0	0	0	-
111	류지혁	두산	1루수	19	2	36.333333333333336	0	0	33	0	6	1.0	0	0	0	-
111	지석훈	NC	2루수	19	8	83.33333333333333	2	0	22	24	5	0.958	0	0	0	-
111	김재율	LG	1루수	19	12	83.0	0	0	77	5	6	1.0	0	0	0	-
111	김규민	넥센	1루수	19	14	112.33333333333331	3	0	108	2	16	0.973	0	0	0	-
111	송광민	한화	1루수	19	18	154.0	2	0	146	14	10	0.988	0	0	0	-
116	이병휘	두산	2루수	18	1	37.0	0	0	11	5	2	1.0	0	0	0	-
116	김태균	한화	1루수	18	18	145.0	2	0	127	10	13	0.986	0	0	0	-
118	오선진	한화	2루수	17	10	79.66666666666667	1	0	10	27	5	0.9740000000000001	0	0	0	-
118	정현	KT	3루수	17	4	48.33333333333334	1	0	6	6	1	0.9229999999999999	0	0	0	-
120	최원준	KIA	1루수	16	7	70.66666666666667	1	0	61	7	3	0.986	0	0	0	-
120	나주환	SK	1루수	16	6	75.0	0	0	55	6	8	1.0	0	0	0	-
120	황재균	KT	1루수	16	9	92.0	0	0	101	8	9	1.0	0	0	0	-
123	최주환	두산	1루수	15	10	87.0	0	0	89	2	10	1.0	0	0	0	-
123	김동한	롯데	2루수	15	3	48.0	0	0	6	21	3	1.0	0	0	0	-
123	전병우	롯데	3루수	15	10	96.0	0	0	10	12	1	1.0	0	0	0	-
123	강승호	SK	3루수	15	4	60.0	2	0	2	8	0	0.833	0	0	0	-
127	나주환	SK	2루수	14	9	88.0	1	0	19	35	11	0.982	0	0	0	-
127	조동찬	삼성	1루수	14	6	67.0	0	0	61	3	6	1.0	0	0	0	-
129	안치홍	KIA	1루수	13	8	72.0	0	0	56	3	6	1.0	0	0	0	-
129	홍재호	KIA	3루수	13	4	38.66666666666666	0	0	5	3	1	1.0	0	0	0	-
129	서상우	LG	1루수	13	9	64.0	1	0	63	4	3	0.985	0	0	0	-
129	김태연	한화	3루수	13	4	50.0	2	0	1	4	0	0.7140000000000001	0	0	0	-
133	이원재	NC	1루수	12	5	52.66666666666666	1	0	41	6	5	0.9790000000000001	0	0	0	-
133	로맥	SK	3루수	12	12	83.0	3	0	9	20	2	0.9059999999999999	0	0	0	-
133	김하성	넥센	3루수	12	2	32.0	0	0	0	8	1	1.0	0	0	0	-
133	김성훈	삼성	3루수	12	1	33.333333333333336	0	0	6	10	3	1.0	0	0	0	-
137	최원준	KIA	2루수	11	5	45.66666666666666	0	0	15	17	7	1.0	0	0	0	-
137	황경태	두산	3루수	11	1	24.33333333333333	1	0	1	4	0	0.833	0	0	0	-
137	김찬형	NC	3루수	11	5	56.66666666666666	0	0	3	18	1	1.0	0	0	0	-
137	정은원	한화	3루수	11	7	61.0	1	0	9	8	2	0.9440000000000001	0	0	0	-
141	양종민	두산	2루수	10	1	19.0	0	0	2	4	3	1.0	0	0	0	-
141	전병우	롯데	2루수	10	3	37.333333333333336	1	0	12	16	3	0.966	0	0	0	-
141	황진수	롯데	3루수	10	3	43.0	2	0	3	9	1	0.857	0	0	0	-
141	김찬형	NC	2루수	10	3	43.0	0	0	11	17	3	1.0	0	0	0	-
141	도태훈	NC	2루수	10	4	40.66666666666666	0	0	13	16	4	1.0	0	0	0	-
141	최승준	SK	1루수	10	6	50.66666666666666	2	0	47	2	7	0.961	0	0	0	-
141	김지수	넥센	3루수	10	0	20.0	1	0	2	2	1	0.8	0	0	0	-
148	유민상	KIA	1루수	9	2	18.0	0	0	10	2	1	1.0	0	0	0	-
148	신성현	두산	1루수	9	6	48.33333333333334	1	0	44	5	7	0.98	0	0	0	-
148	도태훈	NC	3루수	9	2	32.0	0	0	6	7	1	1.0	0	0	0	-
